number,incident_state,active,made_sla,caller_id,opened_at,sys_updated_at,category,subcategory,impact,priority,assigned_to,knowledge,closed_code,resolved_by,resolved_at,closed_at
INC0000396,Resolved,TRUE,TRUE,Caller 3957,29-02-2016 09:42,03-03-2016 15:18,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 135,TRUE,code 6,Resolved by 121,03-03-2016 15:18,08-03-2016 16:00
INC0000398,Closed,FALSE,TRUE,Caller 3957,29-02-2016 09:42,08-03-2016 16:00,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 135,TRUE,code 6,Resolved by 121,03-03-2016 15:18,08-03-2016 16:00
INC0000405,Active,TRUE,TRUE,Caller 5331,29-02-2016 09:45,29-02-2016 09:27,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 216,TRUE,code 9,Resolved by 32,29-02-2016 16:17,05-03-2016 17:00
INC0000418,Resolved,TRUE,TRUE,Caller 5331,29-02-2016 09:45,29-02-2016 15:27,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 216,TRUE,code 9,Resolved by 32,29-02-2016 16:17,05-03-2016 17:00
INC0000419,Closed,FALSE,TRUE,Caller 5331,29-02-2016 09:45,05-03-2016 17:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 216,TRUE,code 9,Resolved by 32,29-02-2016 16:17,05-03-2016 17:00
INC0000439,New,TRUE,TRUE,Caller 3284,29-02-2016 09:50,29-02-2016 10:16,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 208,01-03-2016 09:56,06-03-2016 10:00
INC0000440,Resolved,TRUE,TRUE,Caller 3284,29-02-2016 09:50,01-03-2016 09:56,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 208,01-03-2016 09:56,06-03-2016 10:00
INC0000441,Closed,FALSE,TRUE,Caller 3284,29-02-2016 09:50,06-03-2016 10:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 208,01-03-2016 09:56,06-03-2016 10:00
INC0000455,Active,TRUE,TRUE,Caller 3868,29-02-2016 09:51,29-02-2016 09:54,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 94,TRUE,code 6,Resolved by 113,03-03-2016 11:59,08-03-2016 12:00
INC0000458,Resolved,TRUE,TRUE,Caller 3868,29-02-2016 09:51,03-03-2016 11:59,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 125,TRUE,code 6,Resolved by 113,03-03-2016 11:59,08-03-2016 12:00
INC0000464,Closed,FALSE,TRUE,Caller 3868,29-02-2016 09:51,08-03-2016 12:00,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 125,TRUE,code 6,Resolved by 113,03-03-2016 11:59,08-03-2016 12:00
INC0000467,Active,TRUE,TRUE,Caller 72,29-02-2016 09:52,29-02-2016 09:54,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 14:58,07-03-2016 15:00
INC0000468,Resolved,TRUE,TRUE,Caller 72,29-02-2016 09:52,02-03-2016 14:58,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 14:58,07-03-2016 15:00
INC0000469,Closed,FALSE,TRUE,Caller 72,29-02-2016 09:52,07-03-2016 15:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 14:58,07-03-2016 15:00
INC0000473,New,TRUE,TRUE,Caller 220,29-02-2016 09:57,29-02-2016 10:02,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 14:59,07-03-2016 15:00
INC0000477,Resolved,TRUE,TRUE,Caller 220,29-02-2016 09:57,02-03-2016 14:59,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 14:59,07-03-2016 15:00
INC0000480,Closed,FALSE,TRUE,Caller 220,29-02-2016 09:57,07-03-2016 15:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 14:59,07-03-2016 15:00
INC0000486,Active,TRUE,TRUE,Caller 926,29-02-2016 10:00,29-02-2016 10:08,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 125,TRUE,code 5,Resolved by 113,14-03-2016 09:49,19-03-2016 10:00
INC0000491,Resolved,TRUE,TRUE,Caller 926,29-02-2016 10:00,14-03-2016 09:49,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 125,TRUE,code 5,Resolved by 113,14-03-2016 09:49,19-03-2016 10:00
INC0000493,Closed,FALSE,FALSE,Caller 926,29-02-2016 10:00,19-03-2016 10:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 125,TRUE,code 5,Resolved by 113,14-03-2016 09:49,19-03-2016 10:00
INC0000494,New,TRUE,TRUE,Caller 4279,29-02-2016 10:00,29-02-2016 10:04,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 1,Resolved by 208,02-03-2016 15:00,07-03-2016 16:00
INC0000497,Resolved,TRUE,TRUE,Caller 4279,29-02-2016 10:00,02-03-2016 15:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 1,Resolved by 208,02-03-2016 15:00,07-03-2016 16:00
INC0000499,Closed,FALSE,TRUE,Caller 4279,29-02-2016 10:00,07-03-2016 16:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 1,Resolved by 208,02-03-2016 15:00,07-03-2016 16:00
INC0000500,New,TRUE,TRUE,Caller 4331,29-02-2016 10:01,29-02-2016 10:06,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 15:01,07-03-2016 16:00
INC0000503,Resolved,TRUE,TRUE,Caller 4331,29-02-2016 10:01,02-03-2016 15:01,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 15:01,07-03-2016 16:00
INC0000504,Closed,FALSE,TRUE,Caller 4331,29-02-2016 10:01,07-03-2016 16:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 15:01,07-03-2016 16:00
INC0000505,New,TRUE,TRUE,Caller 1913,29-02-2016 10:08,29-02-2016 10:16,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 201,TRUE,code 6,Resolved by 183,03-03-2016 09:23,08-03-2016 10:00
INC0000508,Awaiting User Info,TRUE,TRUE,Caller 1913,29-02-2016 10:08,01-03-2016 14:28,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 201,TRUE,code 6,Resolved by 183,03-03-2016 09:23,08-03-2016 10:00
INC0000509,Resolved,TRUE,TRUE,Caller 1913,29-02-2016 10:08,03-03-2016 09:23,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 201,TRUE,code 6,Resolved by 183,03-03-2016 09:23,08-03-2016 10:00
INC0000510,Closed,FALSE,TRUE,Caller 1913,29-02-2016 10:08,08-03-2016 10:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 201,TRUE,code 6,Resolved by 183,03-03-2016 09:23,08-03-2016 10:00
INC0000511,New,TRUE,TRUE,Caller 5150,29-02-2016 10:10,29-02-2016 10:11,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 14:55,07-03-2016 15:00
INC0000512,Resolved,TRUE,TRUE,Caller 5150,29-02-2016 10:10,02-03-2016 14:55,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 14:55,07-03-2016 15:00
INC0000513,Closed,FALSE,TRUE,Caller 5150,29-02-2016 10:10,07-03-2016 15:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 14:55,07-03-2016 15:00
INC0000516,New,TRUE,TRUE,Caller 278,29-02-2016 10:12,29-02-2016 10:13,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 15:02,07-03-2016 16:00
INC0000517,Resolved,TRUE,TRUE,Caller 278,29-02-2016 10:12,02-03-2016 15:02,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 15:02,07-03-2016 16:00
INC0000519,Closed,FALSE,TRUE,Caller 278,29-02-2016 10:12,07-03-2016 16:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 15:02,07-03-2016 16:00
INC0000520,New,TRUE,TRUE,Caller 2811,29-02-2016 10:14,29-02-2016 10:18,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 15:02,07-03-2016 16:00
INC0000521,Resolved,TRUE,TRUE,Caller 2811,29-02-2016 10:14,02-03-2016 15:02,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 15:02,07-03-2016 16:00
INC0000524,Closed,FALSE,TRUE,Caller 2811,29-02-2016 10:14,07-03-2016 16:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 15:02,07-03-2016 16:00
INC0000525,New,TRUE,TRUE,Caller 229,29-02-2016 10:17,29-02-2016 10:37,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 15:06,07-03-2016 16:00
INC0000526,Resolved,TRUE,TRUE,Caller 229,29-02-2016 10:17,02-03-2016 15:06,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 15:06,07-03-2016 16:00
INC0000527,Closed,FALSE,TRUE,Caller 229,29-02-2016 10:17,07-03-2016 16:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 15:06,07-03-2016 16:00
INC0000534,Resolved,TRUE,TRUE,Caller 4758,29-02-2016 10:18,29-02-2016 10:18,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 175,TRUE,code 7,Resolved by 21,?,05-03-2016 11:00
INC0000535,Closed,FALSE,TRUE,Caller 4758,29-02-2016 10:18,05-03-2016 11:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 175,TRUE,code 7,Resolved by 21,?,05-03-2016 11:00
INC0000541,Active,TRUE,TRUE,Caller 3237,29-02-2016 10:18,29-02-2016 23:20,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 11,Resolved by 175,03-03-2016 14:34,08-03-2016 15:00
INC0000543,Resolved,TRUE,TRUE,Caller 3237,29-02-2016 10:18,03-03-2016 14:34,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 11,Resolved by 175,03-03-2016 14:34,08-03-2016 15:00
INC0000544,Closed,FALSE,TRUE,Caller 3237,29-02-2016 10:18,08-03-2016 15:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 11,Resolved by 175,03-03-2016 14:34,08-03-2016 15:00
INC0000545,New,TRUE,TRUE,Caller 4098,29-02-2016 10:24,29-02-2016 10:28,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 170,TRUE,code 6,Resolved by 153,29-02-2016 16:24,05-03-2016 17:00
INC0000547,Resolved,TRUE,TRUE,Caller 4098,29-02-2016 10:24,29-02-2016 16:24,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 170,TRUE,code 6,Resolved by 153,29-02-2016 16:24,05-03-2016 17:00
INC0000548,Closed,FALSE,TRUE,Caller 4098,29-02-2016 10:24,05-03-2016 17:00,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 170,TRUE,code 6,Resolved by 153,29-02-2016 16:24,05-03-2016 17:00
INC0000549,New,TRUE,TRUE,Caller 649,29-02-2016 10:27,29-02-2016 10:27,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 15,29-02-2016 11:02,05-03-2016 12:00
INC0000550,Active,TRUE,TRUE,Caller 649,29-02-2016 10:27,29-02-2016 10:30,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 17,TRUE,code 6,Resolved by 15,29-02-2016 11:02,05-03-2016 12:00
INC0000552,Resolved,TRUE,TRUE,Caller 649,29-02-2016 10:27,29-02-2016 11:02,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 17,TRUE,code 6,Resolved by 15,29-02-2016 11:02,05-03-2016 12:00
INC0000553,Closed,FALSE,TRUE,Caller 649,29-02-2016 10:27,05-03-2016 12:00,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 17,TRUE,code 6,Resolved by 15,29-02-2016 11:02,05-03-2016 12:00
INC0000554,New,TRUE,TRUE,Caller 4568,29-02-2016 10:27,29-02-2016 10:39,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 89,TRUE,code 9,Resolved by 81,01-03-2016 09:05,06-03-2016 10:00
INC0000557,Resolved,TRUE,TRUE,Caller 4568,29-02-2016 10:27,01-03-2016 09:05,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 89,TRUE,code 9,Resolved by 81,01-03-2016 09:05,06-03-2016 10:00
INC0000558,Closed,FALSE,TRUE,Caller 4568,29-02-2016 10:27,06-03-2016 10:00,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 89,TRUE,code 9,Resolved by 81,01-03-2016 09:05,06-03-2016 10:00
INC0000559,New,TRUE,TRUE,Caller 1805,29-02-2016 10:30,29-02-2016 10:34,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 15:06,07-03-2016 16:00
INC0000561,Resolved,TRUE,TRUE,Caller 1805,29-02-2016 10:30,02-03-2016 15:06,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 15:06,07-03-2016 16:00
INC0000564,Closed,FALSE,TRUE,Caller 1805,29-02-2016 10:30,07-03-2016 16:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 15:06,07-03-2016 16:00
INC0000577,New,TRUE,TRUE,Caller 64,29-02-2016 10:36,29-02-2016 10:39,Internal IT,system level issues,3 - Low,4 - Low,Resolver 4,TRUE,code 1,Resolved by 3,11-04-2016 14:49,16-04-2016 15:07
INC0000579,Active,TRUE,TRUE,Caller 64,29-02-2016 10:36,29-02-2016 10:48,Internal IT,system level issues,3 - Low,4 - Low,Resolver 4,TRUE,code 1,Resolved by 3,11-04-2016 14:49,16-04-2016 15:07
INC0000582,Awaiting User Info,TRUE,TRUE,Caller 64,29-02-2016 10:36,21-03-2016 11:06,Internal IT,system level issues,3 - Low,4 - Low,Resolver 4,TRUE,code 1,Resolved by 3,11-04-2016 14:49,16-04-2016 15:07
INC0000583,Resolved,TRUE,TRUE,Caller 64,29-02-2016 10:36,11-04-2016 14:49,Internal IT,system level issues,3 - Low,4 - Low,Resolver 4,TRUE,code 1,Resolved by 3,11-04-2016 14:49,16-04-2016 15:07
INC0000587,Closed,FALSE,FALSE,Caller 64,29-02-2016 10:36,16-04-2016 15:07,Internal IT,system level issues,3 - Low,4 - Low,Resolver 4,TRUE,code 1,Resolved by 3,11-04-2016 14:49,16-04-2016 15:07
INC0000592,New,TRUE,TRUE,Caller 786,29-02-2016 10:40,29-02-2016 10:44,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 15:07,07-03-2016 16:00
INC0000594,Resolved,TRUE,TRUE,Caller 786,29-02-2016 10:40,02-03-2016 15:07,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 15:07,07-03-2016 16:00
INC0000595,Closed,FALSE,TRUE,Caller 786,29-02-2016 10:40,07-03-2016 16:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 208,02-03-2016 15:07,07-03-2016 16:00
INC0000596,New,TRUE,TRUE,Caller 1245,29-02-2016 10:45,29-02-2016 10:45,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 15,29-02-2016 11:55,05-03-2016 12:00
INC0000597,Resolved,TRUE,TRUE,Caller 1245,29-02-2016 10:45,29-02-2016 11:55,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 15,29-02-2016 11:55,05-03-2016 12:00
INC0000598,Closed,FALSE,TRUE,Caller 1245,29-02-2016 10:45,05-03-2016 12:00,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 15,29-02-2016 11:55,05-03-2016 12:00
INC0000599,Active,TRUE,TRUE,Caller 364,29-02-2016 10:46,29-02-2016 10:57,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 236,TRUE,code 6,Resolved by 215,02-03-2016 09:20,07-03-2016 10:00
INC0000600,Resolved,TRUE,TRUE,Caller 364,29-02-2016 10:46,02-03-2016 09:20,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 236,TRUE,code 6,Resolved by 215,02-03-2016 09:20,07-03-2016 10:00
INC0000602,Closed,FALSE,TRUE,Caller 364,29-02-2016 10:46,07-03-2016 10:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 236,TRUE,code 6,Resolved by 215,02-03-2016 09:20,07-03-2016 10:00
INC0000614,Active,TRUE,TRUE,Caller 952,29-02-2016 11:00,29-02-2016 11:04,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 10,Resolved by 208,02-03-2016 15:15,07-03-2016 16:00
INC0000615,Resolved,TRUE,TRUE,Caller 952,29-02-2016 11:00,02-03-2016 15:15,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 10,Resolved by 208,02-03-2016 15:15,07-03-2016 16:00
INC0000617,Closed,FALSE,TRUE,Caller 952,29-02-2016 11:00,07-03-2016 16:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 10,Resolved by 208,02-03-2016 15:15,07-03-2016 16:00
INC0000625,New,TRUE,TRUE,Caller 1878,29-02-2016 11:13,29-02-2016 11:42,Application/DB Access,Provide access on XYZ Database/application,3 - Low,4 - Low,?,TRUE,code 17,Resolved by 62,29-02-2016 16:43,05-03-2016 17:00
INC0000627,Resolved,TRUE,TRUE,Caller 1878,29-02-2016 11:13,29-02-2016 16:43,Application/DB Access,Provide access on XYZ Database/application,3 - Low,4 - Low,?,TRUE,code 17,Resolved by 62,29-02-2016 16:43,05-03-2016 17:00
INC0000628,Closed,FALSE,TRUE,Caller 1878,29-02-2016 11:13,05-03-2016 17:00,Application/DB Access,Provide access on XYZ Database/application,3 - Low,4 - Low,?,TRUE,code 17,Resolved by 62,29-02-2016 16:43,05-03-2016 17:00
INC0000630,New,TRUE,TRUE,Caller 3772,29-02-2016 11:19,29-02-2016 11:19,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 24,29-02-2016 20:15,05-03-2016 21:00
INC0000631,Resolved,TRUE,TRUE,Caller 3772,29-02-2016 11:19,29-02-2016 20:15,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 26,TRUE,code 6,Resolved by 24,29-02-2016 20:15,05-03-2016 21:00
INC0000632,Closed,FALSE,TRUE,Caller 3772,29-02-2016 11:19,05-03-2016 21:00,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 26,TRUE,code 6,Resolved by 24,29-02-2016 20:15,05-03-2016 21:00
INC0000638,Active,TRUE,TRUE,Caller 3459,29-02-2016 11:25,29-02-2016 11:25,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 21,29-02-2016 12:53,05-03-2016 13:00
INC0000644,Resolved,TRUE,TRUE,Caller 3459,29-02-2016 11:25,29-02-2016 12:53,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 21,29-02-2016 12:53,05-03-2016 13:00
INC0000645,Closed,FALSE,TRUE,Caller 3459,29-02-2016 11:25,05-03-2016 13:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 21,29-02-2016 12:53,05-03-2016 13:00
INC0000653,New,TRUE,TRUE,Caller 1969,29-02-2016 11:53,29-02-2016 11:56,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 85,29-02-2016 13:36,05-03-2016 14:00
INC0000654,Resolved,TRUE,TRUE,Caller 1969,29-02-2016 11:53,29-02-2016 12:08,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 85,29-02-2016 13:36,05-03-2016 14:00
INC0000655,Closed,FALSE,TRUE,Caller 1969,29-02-2016 11:53,05-03-2016 14:00,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 85,29-02-2016 13:36,05-03-2016 14:00
INC0000660,Active,TRUE,TRUE,Caller 3342,29-02-2016 11:56,29-02-2016 11:59,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 69,TRUE,code 6,Resolved by 62,09-03-2016 17:24,17-03-2016 16:27
INC0000661,Awaiting User Info,TRUE,TRUE,Caller 3342,29-02-2016 11:56,03-03-2016 15:31,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 69,TRUE,code 6,Resolved by 62,09-03-2016 17:24,17-03-2016 16:27
